Unique_ID,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,_PARTIND_
4101.0,1.0,3000.0,,8800.0,HomeImp,Other,2.0,0.0,1.0,77.7666666666667,0.0,3.0,,1.0
4201.0,1.0,3000.0,,33000.0,HomeImp,Other,1.0,0.0,1.0,23.3,1.0,2.0,,0.0
4301.0,1.0,3000.0,119826.0,193500.0,HomeImp,Other,8.0,0.0,0.0,130.033358458961,0.0,27.0,,1.0
4401.0,1.0,3000.0,20000.0,29750.0,DebtCon,Other,2.0,0.0,0.0,187.066666666667,0.0,12.0,,0.0
4501.0,1.0,3000.0,,14500.0,HomeImp,Other,3.0,0.0,0.0,9.3,14.0,2.0,,1.0
4601.0,1.0,3000.0,,14100.0,HomeImp,Other,1.0,0.0,0.0,104.2,0.0,19.0,,0.0
4701.0,1.0,3000.0,47000.0,82700.0,HomeImp,ProfExe,10.0,0.0,1.0,262.166666666667,5.0,26.0,,0.0
4801.0,1.0,3000.0,34542.0,45900.0,HomeImp,Mgr,8.5,0.0,2.0,62.3666666666667,0.0,10.0,,0.0
4901.0,0.0,3000.0,58000.0,71500.0,HomeImp,Mgr,10.0,,2.0,211.933333333333,0.0,25.0,,1.0
5001.0,0.0,3000.0,47000.0,56400.0,HomeImp,Office,21.0,0.0,0.0,201.866666666667,0.0,20.0,,0.0
5101.0,1.0,3100.0,39589.0,36100.0,HomeImp,Other,1.5,0.0,0.0,153.166666666667,1.0,14.0,,0.0
5201.0,0.0,3100.0,,70400.0,,,,,,,,,,1.0
5301.0,0.0,3200.0,67848.0,74566.0,HomeImp,Mgr,10.0,,1.0,206.426602063746,0.0,25.0,40.115677277509,0.0
5401.0,1.0,3200.0,48603.0,61000.0,HomeImp,ProfExe,28.0,0.0,4.0,122.033333333333,1.0,25.0,,0.0
5501.0,1.0,3200.0,27200.0,40834.0,HomeImp,Other,,0.0,0.0,298.131564030104,0.0,7.0,35.5535387893457,1.0
5601.0,1.0,3200.0,54000.0,64850.0,HomeImp,Other,1.0,0.0,0.0,121.866666666667,3.0,21.0,,1.0
5701.0,0.0,3200.0,74864.0,87266.0,HomeImp,ProfExe,7.0,0.0,0.0,250.631269223786,0.0,12.0,42.9099973509554,1.0
5801.0,1.0,3200.0,23159.0,,HomeImp,Mgr,20.0,,2.0,117.805747837844,0.0,9.0,0.524499215429881,0.0
5901.0,1.0,3300.0,126541.0,134527.0,HomeImp,Sales,9.0,1.0,0.0,139.0,0.0,36.0,,1.0
6001.0,1.0,3300.0,130518.0,164317.0,DebtCon,Other,9.0,0.0,6.0,192.289148972957,0.0,33.0,35.7305591898926,0.0
6101.0,1.0,3400.0,37000.0,52000.0,HomeImp,Office,2.0,0.0,1.0,183.299915611814,0.0,6.0,,1.0
6201.0,1.0,3500.0,23200.0,38666.0,HomeImp,Other,11.0,0.0,0.0,162.366666666667,0.0,14.0,,1.0
6301.0,1.0,3500.0,19400.0,20494.0,HomeImp,Other,5.0,0.0,0.0,95.9333333333333,0.0,9.0,,1.0
6401.0,1.0,3600.0,61584.0,61800.0,HomeImp,ProfExe,10.0,,,,,,,0.0
6501.0,1.0,3600.0,41900.0,52490.0,HomeImp,Mgr,3.0,0.0,0.0,72.0333333333333,2.0,4.0,,0.0
6601.0,0.0,3600.0,83700.0,111800.0,HomeImp,ProfExe,6.0,0.0,0.0,192.733333333333,1.0,28.0,,0.0
6701.0,0.0,3600.0,61327.0,76484.0,HomeImp,Mgr,9.0,,2.0,202.51077515241,0.0,25.0,41.5163896993251,1.0
6801.0,0.0,3600.0,100693.0,114743.0,HomeImp,Office,6.0,0.0,0.0,88.4704521347716,0.0,14.0,29.3935433821909,1.0
6901.0,1.0,3600.0,48507.0,61000.0,DebtCon,Office,13.0,1.0,4.0,97.4,0.0,17.0,,1.0
7001.0,0.0,3600.0,52337.0,63989.0,HomeImp,Office,20.0,0.0,0.0,204.272498843927,0.0,20.0,20.4709155077911,0.0
7101.0,1.0,3700.0,17857.0,21144.0,HomeImp,Other,5.0,0.0,0.0,129.717323127429,1.0,9.0,26.6343475182701,1.0
7201.0,1.0,3800.0,19135.0,97692.0,HomeImp,Mgr,1.6,1.0,6.0,252.633333333333,1.0,25.0,,2.0
7301.0,0.0,3800.0,51180.0,63459.0,HomeImp,Office,20.0,0.0,0.0,203.751533578916,0.0,20.0,20.067042050961,1.0
7401.0,0.0,3800.0,,73189.0,,,,,,,,,22.2539491564939,0.0
7501.0,0.0,3800.0,11543.0,46045.0,HomeImp,Self,,0.0,0.0,204.64799167056,0.0,11.0,42.1731658823291,1.0
7601.0,1.0,3900.0,29896.0,45960.0,HomeImp,Other,11.0,0.0,0.0,146.123242194151,0.0,14.0,24.4788811910939,1.0
7701.0,1.0,3900.0,14500.0,22092.0,HomeImp,Other,3.5,0.0,1.0,150.3,5.0,8.0,,1.0
7801.0,0.0,3900.0,52825.0,63000.0,DebtCon,ProfExe,8.0,0.0,4.0,171.666666666667,1.0,31.0,,1.0
7901.0,0.0,3900.0,102143.0,118742.0,HomeImp,Office,2.0,0.0,0.0,85.2773655787646,0.0,13.0,29.3439210886061,2.0
8001.0,1.0,3900.0,21200.0,39000.0,DebtCon,Mgr,4.0,0.0,1.0,86.5666666666667,2.0,14.0,,1.0
8101.0,0.0,4000.0,105164.0,112774.0,HomeImp,Office,1.0,0.0,0.0,94.7248741671333,0.0,13.0,29.3909280551742,1.0
8201.0,0.0,4000.0,54543.0,61777.0,HomeImp,Office,21.0,0.0,0.0,205.586680033493,0.0,19.0,21.8065634639499,2.0
8301.0,1.0,4000.0,,80609.0,HomeImp,Other,1.5,0.0,2.0,126.533333333333,3.0,12.0,,2.0
8401.0,1.0,4000.0,26572.0,31960.0,HomeImp,Office,11.0,0.0,0.0,117.795103874788,0.0,8.0,41.286491947517,2.0
8501.0,1.0,4000.0,17000.0,52012.0,HomeImp,ProfExe,22.0,3.0,1.0,85.3333333333333,1.0,9.0,,1.0
8601.0,1.0,4000.0,29562.0,37200.0,DebtCon,Other,6.0,0.0,0.0,92.1333333333333,1.0,26.0,,1.0
8701.0,1.0,4000.0,41700.0,76725.0,HomeImp,Other,0.5,0.0,3.0,136.133333333333,0.0,15.0,,1.0
8801.0,1.0,4000.0,58000.0,69440.0,HomeImp,Other,3.5,0.0,1.0,168.666666666667,0.0,18.0,,0.0
8901.0,1.0,4000.0,5700.0,18000.0,DebtCon,Other,,0.0,0.0,12.2,0.0,17.0,,1.0
9001.0,1.0,4000.0,45000.0,58350.0,HomeImp,Mgr,3.5,0.0,0.0,162.0,3.0,16.0,,1.0
9101.0,1.0,4000.0,7000.0,16020.0,HomeImp,Other,18.0,0.0,1.0,85.8,2.0,23.0,,0.0
9201.0,0.0,4000.0,66000.0,79050.0,HomeImp,Other,1.8,2.0,0.0,279.0,1.0,6.0,,2.0
9301.0,0.0,4000.0,,45760.0,HomeImp,,0.0,0.0,0.0,,0.0,0.0,,1.0
9401.0,0.0,4000.0,62000.0,78000.0,HomeImp,Other,4.0,0.0,0.0,109.566666666667,0.0,15.0,,1.0
9501.0,0.0,4000.0,64240.0,63990.0,HomeImp,Sales,5.0,2.0,0.0,160.3,1.0,23.0,,1.0
9601.0,1.0,4000.0,74000.0,93000.0,HomeImp,ProfExe,2.6,1.0,3.0,186.633333333333,,9.0,,0.0
9701.0,1.0,4000.0,55000.0,59000.0,DebtCon,Other,12.0,2.0,0.0,146.1,0.0,22.0,,1.0
9801.0,0.0,4000.0,67625.0,80698.0,HomeImp,Mgr,11.0,,1.0,212.349303879201,0.0,25.0,39.1287176277995,0.0
9901.0,0.0,4000.0,67533.0,71865.0,HomeImp,Mgr,10.0,,2.0,227.792988410622,0.0,25.0,39.1663287025626,1.0
10001.0,1.0,4100.0,,19132.0,HomeImp,Other,0.0,0.0,0.0,100.774652207425,0.0,19.0,33.8409199038245,1.0
10101.0,1.0,4100.0,58500.0,65000.0,HomeImp,Other,8.0,1.0,2.0,63.9333333333333,2.0,15.0,,0.0
10201.0,0.0,4100.0,57992.0,63797.0,DebtCon,ProfExe,7.0,0.0,4.0,165.50503695302,1.0,31.0,22.2781743697255,1.0
10301.0,0.0,4200.0,56544.0,59218.0,HomeImp,Office,19.0,0.0,0.0,211.002599120024,1.0,20.0,19.0277044247499,1.0
10401.0,1.0,4200.0,34800.0,50225.0,HomeImp,Other,2.0,1.0,0.0,93.5,1.0,5.0,,2.0
10501.0,0.0,4200.0,67700.0,77000.0,DebtCon,Sales,4.0,0.0,0.0,128.833333333333,0.0,31.0,,1.0
10601.0,0.0,4200.0,44000.0,55085.0,DebtCon,,6.0,,1.0,75.4333333333333,,16.0,,1.0
10701.0,0.0,4200.0,66272.0,82953.0,HomeImp,Other,3.0,0.0,0.0,110.278662594096,0.0,15.0,43.450587911052,1.0
10801.0,0.0,4200.0,50216.0,58541.0,HomeImp,Office,19.0,0.0,0.0,209.871302243017,0.0,19.0,20.208032669643,0.0
10901.0,0.0,4300.0,71206.0,78698.0,DebtCon,Sales,3.0,0.0,0.0,129.932869017443,0.0,31.0,34.1813765157766,1.0
11001.0,0.0,4300.0,68815.0,79852.0,HomeImp,Other,6.0,0.0,0.0,105.12070880504,0.0,14.0,41.8063761523582,0.0
11101.0,0.0,4300.0,72021.0,80027.0,HomeImp,Other,2.0,2.0,0.0,263.970300294846,0.0,5.0,36.4320939367088,1.0
11201.0,0.0,4400.0,53969.0,63869.0,DebtCon,ProfExe,7.0,0.0,3.0,162.390010669274,0.0,30.0,23.5810792388306,1.0
11301.0,0.0,4400.0,,60250.0,,,,,,,,,,1.0
11401.0,1.0,4400.0,53091.0,64074.0,DebtCon,Office,14.0,1.0,3.0,89.8610582497177,0.0,17.0,39.1580848338213,2.0
11501.0,0.0,4500.0,66127.0,79087.0,HomeImp,Other,4.0,1.0,0.0,81.3490650979605,0.0,15.0,40.7053087596899,1.0
11601.0,0.0,4500.0,,77182.0,,,,,,,,,25.2272529043105,1.0
11701.0,1.0,4500.0,39000.0,66000.0,HomeImp,Other,1.0,0.0,0.0,170.366666666667,1.0,19.0,,1.0
11801.0,0.0,4500.0,71082.0,79247.0,HomeImp,Other,4.0,0.0,0.0,118.760410071659,0.0,14.0,41.4211105205776,1.0
11901.0,0.0,4500.0,,49044.0,HomeImp,,0.0,0.0,0.0,,0.0,0.0,11.6527387959616,0.0
12001.0,1.0,4500.0,57000.0,,HomeImp,Other,5.0,,,222.6,1.0,13.0,,1.0
12101.0,1.0,4500.0,34184.0,46000.0,HomeImp,Mgr,3.5,0.0,1.0,122.6,2.0,22.0,,1.0
12201.0,1.0,4500.0,66517.0,87000.0,DebtCon,ProfExe,10.0,0.0,4.0,125.8,0.0,34.0,,1.0
12301.0,0.0,4500.0,45500.0,50000.0,HomeImp,Other,6.0,0.0,0.0,86.1666666666667,0.0,18.0,,1.0
12401.0,1.0,4500.0,118000.0,146870.0,HomeImp,ProfExe,4.5,2.0,0.0,203.866666666667,1.0,20.0,,0.0
12501.0,1.0,4500.0,90000.0,105800.0,HomeImp,Other,6.0,2.0,3.0,80.1,3.0,10.0,,0.0
12601.0,0.0,4700.0,67913.0,97205.0,,Mgr,2.0,0.0,0.0,142.824391513498,0.0,24.0,35.2269971919884,1.0
12701.0,0.0,4700.0,71855.0,88566.0,HomeImp,Other,2.0,2.0,0.0,283.959538087112,0.0,5.0,36.4754732826378,0.0
12801.0,0.0,4700.0,53918.0,59511.0,DebtCon,,6.0,,0.0,54.1364774295931,,15.0,34.4165078109021,1.0
12901.0,1.0,4700.0,49100.0,58238.0,HomeImp,ProfExe,0.1,0.0,0.0,61.8,2.0,17.0,,0.0
13001.0,0.0,4700.0,88026.0,115506.0,HomeImp,ProfExe,6.0,0.0,0.0,182.248331560814,0.0,27.0,29.2090225796956,1.0
13101.0,1.0,4700.0,26900.0,45000.0,HomeImp,ProfExe,9.0,1.0,2.0,90.4666666666667,1.0,16.0,,1.0
13201.0,0.0,4800.0,67317.0,97191.0,,Mgr,3.0,0.0,0.0,137.319724808842,0.0,23.0,34.2752937772243,1.0
13301.0,0.0,4800.0,56067.0,63102.0,DebtCon,ProfExe,9.0,0.0,3.0,160.146311284359,1.0,30.0,21.5837601207121,2.0
13401.0,0.0,4800.0,80482.0,88342.0,HomeImp,ProfExe,7.0,0.0,0.0,275.032394832909,0.0,11.0,43.7176351117471,1.0
13501.0,0.0,4900.0,58688.0,63348.0,DebtCon,ProfExe,9.0,0.0,3.0,179.162574709457,2.0,31.0,22.5443928365337,0.0
13601.0,0.0,4900.0,65873.0,90408.0,,Mgr,2.0,0.0,0.0,141.858998953769,0.0,23.0,37.7696186101435,1.0
13701.0,1.0,4900.0,25597.0,23031.0,HomeImp,Other,5.0,0.0,0.0,101.746766439263,0.0,8.0,33.2431569778701,2.0
13801.0,0.0,4900.0,67794.0,84630.0,HomeImp,Other,4.0,0.0,0.0,112.573418882591,0.0,15.0,41.6739963615285,1.0
13901.0,1.0,4900.0,44000.0,59745.0,HomeImp,Other,10.0,0.0,0.0,81.5,3.0,13.0,,1.0
14001.0,0.0,4900.0,,28437.5,HomeImp,,,,,,,,,1.0
14101.0,0.0,4900.0,170986.0,245300.0,DebtCon,Sales,,0.0,0.0,131.933333333333,0.0,22.0,,1.0
14201.0,1.0,4900.0,65576.0,65774.0,HomeImp,Other,6.0,1.0,2.0,61.6425060799225,1.0,14.0,40.5909100180356,0.0
14301.0,0.0,4900.0,57461.0,68494.0,DebtCon,ProfExe,8.0,0.0,4.0,183.635613228834,0.0,30.0,22.795423551833,1.0
14401.0,0.0,4900.0,,69706.0,,,,,,,,,33.7055877376094,1.0
14501.0,0.0,5000.0,,34846.0,HomeImp,,,,,,,,33.3546526264887,1.0
14601.0,0.0,5000.0,47479.0,61690.0,DebtCon,,5.0,,0.0,65.0329690071755,,16.0,36.6994149216727,1.0
14701.0,0.0,5000.0,66839.0,87168.0,HomeImp,Other,4.0,0.0,0.0,122.597222584587,0.0,15.0,40.6167793460827,1.0
14801.0,0.0,5000.0,12457.0,53448.0,HomeImp,Self,,0.0,0.0,207.143481334762,0.0,12.0,44.1079516907353,1.0
14901.0,0.0,5000.0,90059.0,113714.0,HomeImp,ProfExe,7.0,0.0,0.0,193.636446864652,0.0,28.0,25.8973164822195,1.0
15001.0,1.0,5000.0,22320.0,34900.0,HomeImp,Other,10.0,0.0,0.0,65.7,1.0,5.0,,1.0
15101.0,1.0,5000.0,40000.0,70500.0,HomeImp,Mgr,0.4,0.0,0.0,61.7666666666667,2.0,8.0,,1.0
15201.0,1.0,5000.0,100882.0,102700.0,HomeImp,Mgr,5.0,0.0,1.0,58.8666666666667,0.0,16.0,,2.0
15301.0,1.0,5000.0,31000.0,47350.0,HomeImp,ProfExe,12.0,,,,,,,1.0
15401.0,1.0,5000.0,63125.0,126500.0,HomeImp,Office,3.0,0.0,0.0,100.3,0.0,14.0,,1.0
15501.0,1.0,5000.0,100000.0,129693.5,HomeImp,Mgr,13.0,,,,,,,1.0
15601.0,1.0,5000.0,,132000.0,HomeImp,Other,17.5,0.0,2.0,121.9,0.0,14.0,,1.0
15701.0,1.0,5000.0,,9100.0,HomeImp,Other,1.0,0.0,0.0,54.7333333333333,2.0,8.0,,1.0
15801.0,1.0,5000.0,34200.0,50830.0,HomeImp,Other,6.0,0.0,0.0,57.0,1.0,9.0,,1.0
15901.0,1.0,5000.0,,71277.0,HomeImp,Other,10.0,0.0,0.0,72.4333333333333,1.0,12.0,,0.0
16001.0,1.0,5000.0,123000.0,157500.0,HomeImp,Mgr,9.0,,,,,,,0.0
16101.0,1.0,5000.0,16600.0,25250.0,HomeImp,Other,6.0,0.0,0.0,88.7,1.0,3.0,,0.0
16201.0,1.0,5000.0,,52000.0,HomeImp,Other,,0.0,1.0,285.333333333333,0.0,6.0,,1.0
16301.0,1.0,5000.0,22700.0,34225.0,HomeImp,Other,4.0,0.0,0.0,74.6333333333333,3.0,9.0,,1.0
16401.0,1.0,5000.0,6000.0,38575.0,HomeImp,Self,7.0,0.0,1.0,335.033333333333,3.0,42.0,,1.0
16501.0,1.0,5000.0,,74500.0,HomeImp,Other,19.0,,,,,,,1.0
16601.0,1.0,5000.0,,94119.0,HomeImp,Other,19.0,,,,,,,0.0
16701.0,0.0,5000.0,73126.0,87500.0,DebtCon,Other,1.0,0.0,0.0,125.966666666667,2.0,10.0,,1.0
16801.0,0.0,5000.0,72517.0,86250.0,DebtCon,Mgr,19.0,0.0,1.0,300.366666666667,1.0,24.0,,1.0
16901.0,0.0,5000.0,26037.0,35000.0,HomeImp,ProfExe,12.0,0.0,0.0,182.633333333333,0.0,13.0,,1.0
17001.0,0.0,5000.0,39000.0,50340.0,HomeImp,Office,10.0,,,179.833333333333,,19.0,,0.0
17101.0,0.0,5000.0,,26550.0,DebtCon,Other,1.7,0.0,0.0,276.966666666667,1.0,14.0,,0.0
17201.0,0.0,5000.0,70470.0,77908.0,DebtCon,,5.0,,,,,,,1.0
17301.0,0.0,5000.0,,36375.0,HomeImp,Other,3.0,0.0,0.0,266.8,1.0,26.0,,1.0
17401.0,0.0,5000.0,74225.0,89640.0,DebtCon,ProfExe,0.3,,,,,,,1.0
17501.0,0.0,5000.0,,65400.0,HomeImp,Office,1.5,0.0,0.0,51.7666666666667,0.0,4.0,,1.0
17601.0,1.0,5000.0,,37500.0,HomeImp,Other,,0.0,3.0,107.133333333333,10.0,5.0,,2.0
17701.0,0.0,5000.0,78565.0,98500.0,DebtCon,ProfExe,24.0,0.0,0.0,51.7666666666667,3.0,14.0,,1.0
17801.0,0.0,5000.0,59900.0,80800.0,DebtCon,ProfExe,15.0,0.0,0.0,219.133333333333,1.0,18.0,,0.0
17901.0,1.0,5000.0,10171.0,26809.0,HomeImp,Office,13.0,3.0,6.0,228.3,0.0,24.0,,1.0
18001.0,1.0,5000.0,78893.0,82600.0,HomeImp,Mgr,16.0,0.0,0.0,133.9,1.0,34.0,,1.0
18101.0,1.0,5000.0,85165.0,107940.0,HomeImp,Mgr,6.0,5.0,3.0,122.766666666667,5.0,28.0,,1.0
18201.0,1.0,5000.0,68000.0,75616.0,DebtCon,ProfExe,0.1,0.0,0.0,131.866666666667,0.0,30.0,,1.0
18301.0,1.0,5000.0,71571.0,85100.0,DebtCon,ProfExe,1.4,0.0,1.0,82.1333333333333,0.0,13.0,,1.0
18401.0,1.0,5000.0,28000.0,36810.0,DebtCon,Other,2.0,1.0,0.0,222.2,1.0,6.0,,1.0
18501.0,1.0,5000.0,40000.0,32480.0,HomeImp,Other,8.0,3.0,2.0,163.366666666667,1.0,16.0,,0.0
18601.0,1.0,5000.0,81748.0,,DebtCon,ProfExe,14.0,1.0,2.0,144.066666666667,2.0,17.0,,1.0
18701.0,0.0,5000.0,44674.0,59375.0,HomeImp,Office,10.0,,,178.692508696335,,19.0,26.4481974630236,0.0
18801.0,1.0,5000.0,61999.0,75021.3,HomeImp,Other,5.0,0.0,0.0,97.1,0.0,23.0,,0.0
18901.0,0.0,5000.0,80153.0,97275.0,DebtCon,Other,1.0,0.0,0.0,120.675063156323,2.0,10.0,37.5127084094205,1.0
19001.0,0.0,5000.0,68739.0,93435.0,,Mgr,3.0,0.0,0.0,148.720404690659,0.0,23.0,36.6692786120713,1.0
19101.0,0.0,5000.0,51209.0,55320.0,DebtCon,,5.0,,1.0,69.1074655974897,,15.0,35.0250729684648,1.0
19201.0,1.0,5000.0,46696.0,85202.0,HomeImp,Other,2.0,1.0,2.0,148.340645492302,0.0,14.0,46.4898740006703,1.0
19301.0,0.0,5000.0,,46281.0,HomeImp,Other,2.0,0.0,0.0,257.652206396173,0.0,26.0,40.9525888840587,1.0
19401.0,0.0,5000.0,66435.0,82819.0,HomeImp,Other,2.0,0.0,0.0,125.13062556495,0.0,14.0,42.1835386723762,0.0
19501.0,0.0,5100.0,179725.0,251962.0,DebtCon,Sales,,0.0,0.0,127.498813439734,0.0,22.0,40.3082593624099,0.0
19601.0,0.0,5100.0,85583.0,115341.0,HomeImp,ProfExe,7.0,0.0,0.0,177.958255117205,1.0,28.0,26.2579701324031,0.0
19701.0,0.0,5100.0,72891.0,80691.0,HomeImp,Other,1.0,1.0,0.0,273.881705161417,0.0,6.0,39.8521465151115,2.0
19801.0,1.0,5100.0,30755.0,46735.0,HomeImp,Other,10.0,0.0,0.0,69.0,0.0,17.0,,0.0
19901.0,0.0,5100.0,,26715.0,DebtCon,Other,1.0,0.0,0.0,258.789297617553,0.0,14.0,26.7223433365497,0.0
20001.0,0.0,5100.0,87258.0,121382.0,HomeImp,ProfExe,6.0,0.0,0.0,181.663040156594,0.0,28.0,25.444759149195,1.0
20101.0,0.0,5100.0,,28291.0,DebtCon,Other,2.0,0.0,0.0,277.94456081157,1.0,14.0,23.6446912830717,1.0
20201.0,1.0,5100.0,9900.0,30451.0,HomeImp,Other,11.0,0.0,0.0,21.2,0.0,2.0,,0.0
20301.0,0.0,5100.0,93000.0,116875.0,HomeImp,Other,10.0,,,417.633333333333,2.0,50.0,,1.0
20401.0,1.0,5100.0,15500.0,34000.0,DebtCon,Other,0.0,1.0,2.0,86.2333333333333,2.0,13.0,,0.0
20501.0,1.0,5100.0,129319.0,141875.0,HomeImp,Sales,7.0,1.0,0.0,157.859802092533,0.0,36.0,25.6507412239726,2.0
20601.0,0.0,5100.0,66834.0,87361.0,HomeImp,Other,0.0,2.0,0.0,290.034107994353,0.0,6.0,38.7669850708065,2.0
20701.0,0.0,5100.0,73882.0,96031.0,DebtCon,Other,0.0,0.0,0.0,125.787400113614,1.0,10.0,34.4460792217199,1.0
20801.0,0.0,5100.0,74071.0,97064.0,DebtCon,Other,0.0,0.0,0.0,121.075972603058,2.0,9.0,36.4017295484951,1.0
20901.0,0.0,5100.0,62702.0,79784.0,HomeImp,Other,2.0,0.0,0.0,108.072590806335,0.0,15.0,43.2901398161473,1.0
21001.0,0.0,5200.0,,36425.0,DebtCon,Other,2.0,0.0,0.0,266.81346457476,1.0,14.0,23.7974010578158,0.0
21101.0,0.0,5200.0,67000.0,77000.0,HomeImp,Other,9.0,0.0,1.0,119.7,0.0,25.0,,1.0
21201.0,0.0,5200.0,43039.0,53521.0,HomeImp,Office,11.0,,,184.296687292686,,19.0,24.4147631772257,0.0
21301.0,0.0,5200.0,19000.0,26000.0,DebtCon,Other,0.0,1.0,0.0,17.2,10.0,7.0,,1.0
21401.0,1.0,5200.0,,9500.0,DebtCon,Other,1.0,0.0,1.0,81.1,1.0,2.0,,1.0
